Policy Name,Confidence Score
OCI API Gateway is not configured with Network Security Groups,73
OCI Autonomous Database not registered in Data Safe,68
OCI Block Storage Block Volume does not have backup enabled,69
OCI Block Storage Block Volume is not restorable,70
OCI Block Storage Block Volumes are not encrypted with a Customer Managed Key (CMK),70
OCI Cloud Guard is not enabled in the root compartment of the tenancy,75
OCI Compute Instance boot volume has in-transit data encryption is disabled,71
OCI Compute Instance has Legacy MetaData service endpoint enabled,69
OCI Compute Instance has monitoring disabled,69
OCI Compute Instance with Secure Boot disabled,67
OCI Data Catalog configured with overly permissive network access,73
OCI Database system is not configured with Network Security Groups,72
OCI Default Security List of every VCN allows all traffic on SSH port (22),73
OCI Event Rule and Notification does not exist for IAM group changes,75
OCI Event Rule and Notification does not exist for IAM policy changes,77
OCI Event Rule and Notification does not exist for Identity Provider Group (IdP) group mapping changes,73
OCI Event Rule and Notification does not exist for Identity Provider changes,76
OCI Event Rule and Notification does not exist for Network Security Groups changes,75
OCI Event Rule and Notification does not exist for VCN changes,75
OCI Event Rule and Notification does not exist for network gateways changes,76
OCI Event Rule and Notification does not exist for route tables changes,74
OCI Event Rule and Notification does not exist for security list changes,75
OCI Event Rule and Notification does not exist for user changes,75
OCI File Storage File System Export is publicly accessible,70
OCI File Storage File System access is not restricted to root users,71
OCI File Storage File Systems are not encrypted with a Customer Managed Key (CMK),70
OCI Function Application is not configured with Network Security Groups,73
OCI IAM local (non-federated) user account does not have a valid and current email address,71
OCI IAM password policy for local (non-federated) users does not have a lowercase character,71
OCI IAM password policy for local (non-federated) users does not have a number,73
OCI IAM password policy for local (non-federated) users does not have a symbol,72
OCI IAM password policy for local (non-federated) users does not have an uppercase character,71
OCI IAM password policy for local (non-federated) users does not have minimum 14 characters,72
OCI IAM policy with full administrative privileges across the tenancy to non Administrator,72
OCI Kubernetes Engine Cluster boot volume is not configured with in-transit data encryption,71
OCI Kubernetes Engine Cluster endpoint is not configured with Network Security Groups,71
OCI Kubernetes Engine Cluster pod security policy not enforced,74
OCI Load Balancer not configured with backend set,70
OCI Load Balancer not configured with inbound rules or listeners,72
OCI Load balancer backend set not configured with SSL certificate,70
OCI Load balancer listener allows connection requests over HTTP,69
OCI Load balancer listener is not configured with SSL certificate,67
OCI Load balancer not configured with Network Security Groups,73
OCI Load balancer not configured with Web application firewall (WAF),70
OCI MFA is disabled for IAM users,74
OCI Network Load Balancer not configured with backend set,70
OCI Network Load Balancer not configured with inbound rules or listeners,72
OCI Network Security Group allows all traffic on RDP port (3389),73
OCI Network Security Groups (NSG) has stateful security rules,75
OCI Object Storage Bucket has object Versioning disabled,68
OCI Object Storage Bucket is not encrypted with a Customer Managed Key (CMK),70
OCI Object Storage Bucket write level logging is disabled,72
OCI Object Storage bucket does not emit object events,66
OCI Object Storage bucket is publicly accessible,70
OCI Oracle Analytics Cloud (OAC) access is not restricted to allowed sources or deployed within a Virtual Cloud Network,72
OCI Oracle Autonomous Database (ADB) access is not restricted to allowed sources or deployed within a Virtual Cloud Network,74
OCI Security List allows all traffic on SSH port (22),72
OCI VCN Security list has stateful security rules,74
OCI VCN has no inbound security list,74
OCI VCN subnet flow logging is disabled,73
OCI boot volume is not encrypted with Customer Managed Key (CMK),70
OCI private keys are hard coded in the provider,70
OCI security group allows unrestricted ingress access to port 22,73
OCI security lists allows unrestricted ingress access to port 3389,73
OCI tenancy administrator users are associated with API keys,69
OCI users API keys have aged more than 90 days without being rotated,67
OCI users Auth Tokens have aged more than 90 days without being rotated,66
OCI users customer secret keys have aged more than 90 days without being rotated,66
Objects containing Financial Information publicly exposed,65
Objects containing Healthcare information publicly exposed,67
Objects containing Intellectual Property publicly exposed,63
Objects containing Malware,69
Objects containing PII data publicly exposed,72
Observable timing discrepancy,67
Octopus Deploy API key detected in code,68
Okta Keys Client Secret detected in code,68
Okta Token detected in code,67
Okta User with IAM wildcard resource access,71
Okta user with effective permissions to create AWS IAM users,70
OpenAI API Key detected in code,69
OpenAI API Key exposure risk due to publicly exposed and vulnerable AWS EC2 instance containing OpenAI API secrets,71
OpenAI API Key exposure risk due to publicly exposed and vulnerable Azure VM instance containing OpenAI API secrets,70
OpenAI API Key exposure risk due to publicly exposed and vulnerable GCP VM instance containing OpenAI API secrets,71
"OpenAPI If the security scheme is not of type 'oauth2', the array value must be empty",69
OpenAPI Security Definitions Object should be set and not empty,77
"OpenAPI Security object for operations, if defined, must define a security scheme, otherwise it should be considered an error",69
OpenAPI Security object needs to have defined rules in its array and rules should be defined in the securityScheme,70
OpenAPI Security requirement not defined in the security definitions,77
OpenStack Security groups allow ingress from 0.0.0.0:0 to port 22 (tcp / udp),69
OpenStack Security groups allow ingress from 0.0.0.0:0 to port 3389 (tcp / udp),69
OpenStack firewall rule does not have destination IP configured,66
"OpenStack hard coded password, token, or application_credential_secret exists in provider",65
OpenStack instance use basic credentials,65
Operating system disks are not ephemeral disks,66
Operation Objects Uses 'Implicit' Flow,68
Operation Objects Uses Basic Auth,67
Operation objects do not have the 'produces' field defined for GET operations,73
"Operation objects for PUT, POST, and PATCH operations do not have a 'consumes' field defined",74
Outside collaborators have admin access to a GitHub repository,71
Package contains a license that is not OSI-approved,67
Packages insecurely installed through “npm install” command in Azure Pipelines pipeline,67
Packages insecurely installed through “npm install” command in Circle CI pipeline,69
Packages insecurely installed through “npm install” command in GitHub Actions pipeline,68
Packages insecurely installed through “npm install” command in GitLab CI pipeline,68
Packages insecurely installed through “npm install” command in Jenkins pipeline,69
PagerDuty Authorization Token detected in code,67
Path injection,67
Pathname not restricted in HTTP requests,68
Paypal Token Id detected in code,67
Paypal Token Key detected in code,67
Permissions delegated to AWS services for AWS Lambda functions are not limited by SourceArn or SourceAccount,73
Permissive GitHub organization base permissions,72
Permissive cross-domain policy with untrusted domains using servlet,72
Plaid access token detected in code,71
Plain-text management HTTP enabled for Interface Management Profile in Palo Alto Networks devices,74
Plain-text management Telnet enabled for Interface Management Profile in Palo Alto Networks devices,75
PlanetScale Token detected in code,68
